Raw,Processed,Label
"Atrocious. Here's our story: My wife and I are Californians but met as students at the University of Chicago. To celebrate our 10th anniversary, we decided to travel back to the Windy City and revisit all of the places we frequented when we were first falling in love. When it came to lodging, we knew we wanted a suite but little else mattered. We wanted to revisit the city and didn't intend to spend very much time in our room. As a result, we didn't spend very much time researching hotels. Big mistake. Our stay at Homewood Suites could not have been worse. Our room, which, I should mention, took a full two hours for them to prepare even though we had booked it months in advance, was filthy. (My wife found a dead cockroach in the bathroom.) The staff was rude and indifferent. The chocolates included in the Romance Package could not have cost the hotel more than a dollar. Cleaning staff failed to show up. Front desk offered apologies but little else. Suffice it to say, we checked out early. Never before have I seen such a poorly-managed hotel. Truly shameful. Stay away!
",atrocious heres our story my wife and i are californians but met as students at the university of chicago to celebrate our th anniversary we decided to travel back to the windy city and revisit all of the places we frequented when we were first falling in love when it came to lodging we knew we wanted a suite but little else mattered we wanted to revisit the city and didnt intend to spend very much time in our room as a result we didnt spend very much time researching hotels big mistake our stay at homewood suites could not have been worse our room which i should mention took a full two hours for them to prepare even though we had booked it months in advance was filthy my wife found a dead cockroach in the bathroom the staff was rude and indifferent the chocolates included in the romance package could not have cost the hotel more than a dollar cleaning staff failed to show up front desk offered apologies but little else suffice it to say we checked out early never before have i seen such a poorlymanaged hotel truly shameful stay away,0
"I received the type of room that I had reserved. Cleanliness seems to be an issue with the maid staff. The carpet had debris and the bathroom needed attention. Room service was adequate but not great. The walls seem to be paper then as I heard one neighbor's TV for most of the night and the other neighbor's late enjoyment.
",i received the type of room that i had reserved cleanliness seems to be an issue with the maid staff the carpet had debris and the bathroom needed attention room service was adequate but not great the walls seem to be paper then as i heard one neighbors tv for most of the night and the other neighbors late enjoyment,0
"I stayed with my husband at the Homewood Suites in Chicago. We wanted to do something nice for our anniversary and thought that the Hilton was a solid name brand and expected to have a pleasant stay. Unfortunately this was not the case! The staff was very rude at check-in (which took 20 minutes) and the lobby smelled musky and gross. The room itself was not like other Hilton hotels I have stayed at. The carpeting was atrocious and the color of vomit, the room smelled of smoke (even though it's advertised as smoke-free) and there were a few long brown hairs in our bed! I was so grossed out that I had to call down to the rude staff to ask for our linens to be changed and they gave us a huge attitude about it. And don't even get me started on how poorly the shower/bathtub worked..a nice anniversary went totally awry due to how crummy this hotel is. If I could give it 0 stars, I would!
",i stayed with my husband at the homewood suites in chicago we wanted to do something nice for our anniversary and thought that the hilton was a solid name brand and expected to have a pleasant stay unfortunately this was not the case the staff was very rude at checkin which took  minutes and the lobby smelled musky and gross the room itself was not like other hilton hotels i have stayed at the carpeting was atrocious and the color of vomit the room smelled of smoke even though its advertised as smokefree and there were a few long brown hairs in our bed i was so grossed out that i had to call down to the rude staff to ask for our linens to be changed and they gave us a huge attitude about it and dont even get me started on how poorly the showerbathtub workeda nice anniversary went totally awry due to how crummy this hotel is if i could give it  stars i would,0
"I was sorely disappointed with the Sheraton Chicago. From the outside it looks like a great hotel, and I guess the inside was clean enough but the decor was really boring and frumpy, not what I expected when looked at the website. The front desk staff was nice enough at first, but when I asked for the wifi password they told me I had to pay extra. I mean come on, I'm paying over 200 bucks a night and wifi is EXTRA? The lady who checked us in got a little snippy about it and said it says so when you make the reservation. (Note to self, don't let your husband book a hotel without checking first about what amenities are offeredd.) So things started off on the wrong foot anyhow. I guess the positives for this hotel are the location and the lakeview (from some of the rooms) and it seems pretty safe. Other than that I was not impressed for the price - I've stayed in big city hotels for half the price that had better linens, a better restaurant, where they got your room cleaned up at a reasonable hour (we stayed two nights and we didn't get our beds made and fresh towels until almost 5). I guess the most unpleasant thing was the odd smell - not musty per se but maybe like chemicals they use to cover up a mildewy smell. In general it seems lke it's on the decline and the staff knows it, they're just kind of lackadaisical. I wouldn't stay there again.
",i was sorely disappointed with the sheraton chicago from the outside it looks like a great hotel and i guess the inside was clean enough but the decor was really boring and frumpy not what i expected when looked at the website the front desk staff was nice enough at first but when i asked for the wifi password they told me i had to pay extra i mean come on im paying over  bucks a night and wifi is extra the lady who checked us in got a little snippy about it and said it says so when you make the reservation note to self dont let your husband book a hotel without checking first about what amenities are offeredd so things started off on the wrong foot anyhow i guess the positives for this hotel are the location and the lakeview from some of the rooms and it seems pretty safe other than that i was not impressed for the price  ive stayed in big city hotels for half the price that had better linens a better restaurant where they got your room cleaned up at a reasonable hour we stayed two nights and we didnt get our beds made and fresh towels until almost  i guess the most unpleasant thing was the odd smell  not musty per se but maybe like chemicals they use to cover up a mildewy smell in general it seems lke its on the decline and the staff knows it theyre just kind of lackadaisical i wouldnt stay there again,0
"Not one of my better experiences, When I first arrived at the hotel and tried to get my room key it was discovered that they were fresh out of keys. I had to wait half an hour while someone ran out to get more keys. It wouldn't have been as bad but the lobby looked to be in slight disrepair. When I finally got to the room I found the burnt out light bulb and an unmade bed. The room was an ok size for one person but any more than that and it would probably get a bit crowded. But the view from the window was amazing, and it took away some of the bad for me. Overall, it just felt like the owners of the hotel stopped caring, maintenance took four or so hours to finally come fix the light. I didn't even get housekeeping my entire stay there. I wouldn't recommend this hotel to anyone in the area, hopefully it will make them get their act together.
",not one of my better experiences when i first arrived at the hotel and tried to get my room key it was discovered that they were fresh out of keys i had to wait half an hour while someone ran out to get more keys it wouldnt have been as bad but the lobby looked to be in slight disrepair when i finally got to the room i found the burnt out light bulb and an unmade bed the room was an ok size for one person but any more than that and it would probably get a bit crowded but the view from the window was amazing and it took away some of the bad for me overall it just felt like the owners of the hotel stopped caring maintenance took four or so hours to finally come fix the light i didnt even get housekeeping my entire stay there i wouldnt recommend this hotel to anyone in the area hopefully it will make them get their act together,0
"I stayed at the Sheraton Chicago Hotel and Towers in December of last year and had one of my worst hotel experiences ever. First, when I went to check in, I was completely ignored by the staff, they were rude and seemed to have better things to do than help me check in. When I got to my room, all the way on the 23rd floor, the room was dirty and had not been cleaned. So back down to the lobby and they seemed to feel it was no big deal and gave me another room. I went back to check and the new room was dirty also. There were pubic hairs on the bed and in the bathroom. It appeared the maid only went into the room and picked up trash and made the bed but did not clean. All I can say is YUCK! My next visit to the lobby the staff gave me an attitude about having to transfer me to another room AGAIN! Extremely poor customer service and gross rooms. I felt like I was staying at a $30 a night roach motel, not the $250 a night Sheraton. My advise is to stay away.
",i stayed at the sheraton chicago hotel and towers in december of last year and had one of my worst hotel experiences ever first when i went to check in i was completely ignored by the staff they were rude and seemed to have better things to do than help me check in when i got to my room all the way on the rd floor the room was dirty and had not been cleaned so back down to the lobby and they seemed to feel it was no big deal and gave me another room i went back to check and the new room was dirty also there were pubic hairs on the bed and in the bathroom it appeared the maid only went into the room and picked up trash and made the bed but did not clean all i can say is yuck my next visit to the lobby the staff gave me an attitude about having to transfer me to another room again extremely poor customer service and gross rooms i felt like i was staying at a  a night roach motel not the  a night sheraton my advise is to stay away,0
"This might be a classy looking hotel in downtown Chicago, and while the location is not bad, the rooms are definitely hit or miss. They range from the super basic ""affordable"" room to the presidential and huge suites that only presidents could probably even afford. With so many different room options, it's no wonder they have difficulty honoring your exact reservation if you check-in past 4:00 pm. The hotel has a decent pool, but the health club is extra per day, as are many other services at the hotel. You'd imagine that for the price of a stay here ($160 up to multiple hundreds) that more things would be included! Additionally, the check-in staff was a bit snobby and unhelpful. I really would expect great service for the high price of a stay here. If I were to return to Chicago again, I'd definitely try out staying somewhere else.
",this might be a classy looking hotel in downtown chicago and while the location is not bad the rooms are definitely hit or miss they range from the super basic affordable room to the presidential and huge suites that only presidents could probably even afford with so many different room options its no wonder they have difficulty honoring your exact reservation if you checkin past  pm the hotel has a decent pool but the health club is extra per day as are many other services at the hotel youd imagine that for the price of a stay here  up to multiple hundreds that more things would be included additionally the checkin staff was a bit snobby and unhelpful i really would expect great service for the high price of a stay here if i were to return to chicago again id definitely try out staying somewhere else,0
"After a my stay at the Millennium Knickerbocker Hotel Chicago I contemplated the the poor quality of my experienc there and felt the need to document it. While the amenities were plush, the service of the staff was lacking. Upon check in, my reservation was ""lost"" and it took over 30 minutes for the manager to make arraingments for my stay. There was no offer to upgrade me or comp me in any way. Room service did a poor job in cleaning my room and left wet towles in the bath room. A used coffee filter was left in the coffee pot for me to clean out. I am not sure my sheets were changed out. When I checked out, the bell hop dropped my laptop and destroyed my hard drive leaving me to scramble to recover the report I spent days creating. Overall my negative experience has left me wondering if they train thier staff on the proper way to attend to their customers. I will be relunctant to stay with them again until I am assured they have focused on trainging their staff better.
",after a my stay at the millennium knickerbocker hotel chicago i contemplated the the poor quality of my experienc there and felt the need to document it while the amenities were plush the service of the staff was lacking upon check in my reservation was lost and it took over  minutes for the manager to make arraingments for my stay there was no offer to upgrade me or comp me in any way room service did a poor job in cleaning my room and left wet towles in the bath room a used coffee filter was left in the coffee pot for me to clean out i am not sure my sheets were changed out when i checked out the bell hop dropped my laptop and destroyed my hard drive leaving me to scramble to recover the report i spent days creating overall my negative experience has left me wondering if they train thier staff on the proper way to attend to their customers i will be relunctant to stay with them again until i am assured they have focused on trainging their staff better,0
"I want everyone to know about the awful experience I had at the Sheraton Chicago Hotel and Towers. When we arrived at the hotel, the clerk who was checking us in said that our reservation was not in the system (I had called earlier in the day and confirmed it). After speaking to the on-duty manager we were informed that our reservation had been canceled earlier in the day and that the hotel was now completely booked. We later found out that there was a convention at the hotel and that the price for the rooms had risen dramatically. I believe they canceled our reservation just so they could make more money. I for one won't be going back to this hotel!
",i want everyone to know about the awful experience i had at the sheraton chicago hotel and towers when we arrived at the hotel the clerk who was checking us in said that our reservation was not in the system i had called earlier in the day and confirmed it after speaking to the onduty manager we were informed that our reservation had been canceled earlier in the day and that the hotel was now completely booked we later found out that there was a convention at the hotel and that the price for the rooms had risen dramatically i believe they canceled our reservation just so they could make more money i for one wont be going back to this hotel,0
"I stayed in the Homewood Suites in downtown Chicago last week, and I was extremely disappointed with my experience. The breakfast buffet was minimal and did not seem to be frequently restocked. I came downstairs about 30 minutes before the end of the breakfast period to find about half of the food options completely depleted. Also, the milk provided for the coffee and cereals was warm, having been kept out on the counter. I would have been better off bringing my own food! Also, the layout of the rooms is extremely awkward. I had to move the furniture around to be able to watch TV, and then move it back before I could make dinner or comfortably use the room in other ways. I could barely close the door to the bedroom past the corner of the bed. It just wasn't what I would expect from a Hilton-brand hotel suite.
",i stayed in the homewood suites in downtown chicago last week and i was extremely disappointed with my experience the breakfast buffet was minimal and did not seem to be frequently restocked i came downstairs about  minutes before the end of the breakfast period to find about half of the food options completely depleted also the milk provided for the coffee and cereals was warm having been kept out on the counter i would have been better off bringing my own food also the layout of the rooms is extremely awkward i had to move the furniture around to be able to watch tv and then move it back before i could make dinner or comfortably use the room in other ways i could barely close the door to the bedroom past the corner of the bed it just wasnt what i would expect from a hiltonbrand hotel suite,0
"While staying at the Swissotel Chicago I experienced some of the worst customer service I have at any hotel. The front desk was extremely rude while checking out, and even seemed to try to hurry us out. The fitness center was always packed and I was never able to get on any of the machines, as was the pool area. While eating at the restaurant, I felt it was a very overpriced meal, but it was very elegant looking. The last issue I had with the hotel was the valet parking, it took them awhile to get my car, and they actually pulled the wrong car around. It was another 10 minutes while I waited for them to sort the issue out. The worst part by far was the customer service, and although the hotel looked nice, it wasn't worth the stay with the way I felt I was treated based on the money I was spending. Next time we are in Chicago, we will be staying somewhere else!
",while staying at the swissotel chicago i experienced some of the worst customer service i have at any hotel the front desk was extremely rude while checking out and even seemed to try to hurry us out the fitness center was always packed and i was never able to get on any of the machines as was the pool area while eating at the restaurant i felt it was a very overpriced meal but it was very elegant looking the last issue i had with the hotel was the valet parking it took them awhile to get my car and they actually pulled the wrong car around it was another  minutes while i waited for them to sort the issue out the worst part by far was the customer service and although the hotel looked nice it wasnt worth the stay with the way i felt i was treated based on the money i was spending next time we are in chicago we will be staying somewhere else,0
"I booked my room at the Sheraton Chicago Hotel and Towers somewhat reluctantly; I was not enthusiastic about spending over $200 on this room after seeing the lackluster photos on their website. I was pleasantly surprised when I arrived that the lobby did not look as stuffy as it did online. Unfortunately, my hopes were dashed once again when I arrived at my room. I say 'at' because after discovering my newly issued key was not working, I had to wait ten minutes before someone finally came to let me in. The room was painfully small-- if I didn't know better I would have thought I was staying at a Red Roof Inn! The ""sweet sleeper bed"" had stiff and scratchy sheets, with a cheap-motel-thin coverlet. The disappointment continued after I entered the bathroom and found that it not only reeked of smoke, but also outfitted with the cheapest trimmings possible. I stayed my two nights, and was surprised to find out that all sorts of other charges were added to my room (for which I was not responsible), charged on demand movies, an empty mini bar, AND for smoking in the bathroom. HAH! I have stopped payment on my credit card, and most certainly will not be submitting myself to this horrific experience again.
",i booked my room at the sheraton chicago hotel and towers somewhat reluctantly i was not enthusiastic about spending over  on this room after seeing the lackluster photos on their website i was pleasantly surprised when i arrived that the lobby did not look as stuffy as it did online unfortunately my hopes were dashed once again when i arrived at my room i say at because after discovering my newly issued key was not working i had to wait ten minutes before someone finally came to let me in the room was painfully small if i didnt know better i would have thought i was staying at a red roof inn the sweet sleeper bed had stiff and scratchy sheets with a cheapmotelthin coverlet the disappointment continued after i entered the bathroom and found that it not only reeked of smoke but also outfitted with the cheapest trimmings possible i stayed my two nights and was surprised to find out that all sorts of other charges were added to my room for which i was not responsible charged on demand movies an empty mini bar and for smoking in the bathroom hah i have stopped payment on my credit card and most certainly will not be submitting myself to this horrific experience again,0
"I had such high hopes when I booked a stay at the Knickerbocker Hotel in Chicago a few short weeks ago. When I arrived I should have known things would not be as I expected them to be. The host at the desk was rude and seemed put out that I was there. When I finally got checked in and arrived in my room I found that the temperature in the room was far too hot. The air conditioner was not turned on and on a hot, muggy day it would have been nice to enter into a cool room. I turned on the air conditioner and after quite some time the room cooled down. Since I arrived in the early afternoon I decided to order room service from the Nix Restaurant that is in the hotel, I ordered the Gooey Triple Decker Grilled Cheese, at $14 I was expecting the best grilled cheese sandwich I had ever eaten. When it finally arrived, more than an hour later, it was cold and the cheese was far from gooey! It also comes with a bowl of Tomato Bisque soup which, needless to say was also cold. For the quality of the food, $14 was way too much to pay for this meal. After a meeting with clients we stopped by the Martini Bar for drinks. The waitress was rude and seemed to be overwhelmed by the amount of people she had to serve. Needless to say it took forever to get our drinks. We heard other patrons grumbling about the amount of time it took for the drinks to arrive as well. Finally we got our drinks, we all ordered a French Martini. We all took a drink and immediately all our mouths puckered, it had far too much pineapple juice in it making it very, very tart. At $14 each you would think it would be made to perfection, far from it. The evening finally over I went back to my room where I now found the temperature to be too cold due to the air conditioner not turning itself off when it should have. After a miserable night I checked out glad to be done with the Knickerbocker Hotel!
",i had such high hopes when i booked a stay at the knickerbocker hotel in chicago a few short weeks ago when i arrived i should have known things would not be as i expected them to be the host at the desk was rude and seemed put out that i was there when i finally got checked in and arrived in my room i found that the temperature in the room was far too hot the air conditioner was not turned on and on a hot muggy day it would have been nice to enter into a cool room i turned on the air conditioner and after quite some time the room cooled down since i arrived in the early afternoon i decided to order room service from the nix restaurant that is in the hotel i ordered the gooey triple decker grilled cheese at  i was expecting the best grilled cheese sandwich i had ever eaten when it finally arrived more than an hour later it was cold and the cheese was far from gooey it also comes with a bowl of tomato bisque soup which needless to say was also cold for the quality of the food  was way too much to pay for this meal after a meeting with clients we stopped by the martini bar for drinks the waitress was rude and seemed to be overwhelmed by the amount of people she had to serve needless to say it took forever to get our drinks we heard other patrons grumbling about the amount of time it took for the drinks to arrive as well finally we got our drinks we all ordered a french martini we all took a drink and immediately all our mouths puckered it had far too much pineapple juice in it making it very very tart at  each you would think it would be made to perfection far from it the evening finally over i went back to my room where i now found the temperature to be too cold due to the air conditioner not turning itself off when it should have after a miserable night i checked out glad to be done with the knickerbocker hotel,0
"I was really expecting a lot more from a quality chain like the Sheraton, but a recent stay at their downtown location in Chicago was somewhat of a disappointment. It started with check in; I had specifically requested a room with a single king-size bed, but was told at the front desk in no uncertain terms (OK, rather rudely!) that because of some banker's convention that was going on, I should be happy with the double-bed room that was left. It was all I could do to get a lousy drink voucher for my inconvenience! The room itself was OK, nothing special though. The cleaning staff must've just been through, because there was a faint aroma of old washrags still in the air. The internet jack wasn't working. It took more than two hours for a maintenance guy to come up to fix it, no apologies given. For the price, I really expected more in the way of customer service from Sheraton. I guess they're really no better than anyone else these days!
",i was really expecting a lot more from a quality chain like the sheraton but a recent stay at their downtown location in chicago was somewhat of a disappointment it started with check in i had specifically requested a room with a single kingsize bed but was told at the front desk in no uncertain terms ok rather rudely that because of some bankers convention that was going on i should be happy with the doublebed room that was left it was all i could do to get a lousy drink voucher for my inconvenience the room itself was ok nothing special though the cleaning staff mustve just been through because there was a faint aroma of old washrags still in the air the internet jack wasnt working it took more than two hours for a maintenance guy to come up to fix it no apologies given for the price i really expected more in the way of customer service from sheraton i guess theyre really no better than anyone else these days,0
"The Swissotel Chicago hotel aspires to be a tourist's paradise, a hotel so grand and luxurious that you'd rather stay than return home at the end of your trip. But is it really as magnificent as suggested? True, you can get a massage, the rooms have flat screen T.V.s and iPod docks, heck, there's even a gym. But the truth is, you're really paying much more for a few things you don't really need. The Swissotel attempts to lure you in with their illusions of grandeur, when really, all you're getting is a Holiday Inn style room with fancy wallpaper and the ability to play tunes from your mp3 player. Overpriced dining options are available at the Palm Restaurant. They claim to serve excellent lobster, yet what I ordered was the size of a craw fish, and left the taste of a burnt fifty dollar bill in my mouth. This hotel hides behind a velvet curtain, hoping their facade won't be revealed.
",the swissotel chicago hotel aspires to be a tourists paradise a hotel so grand and luxurious that youd rather stay than return home at the end of your trip but is it really as magnificent as suggested true you can get a massage the rooms have flat screen tvs and ipod docks heck theres even a gym but the truth is youre really paying much more for a few things you dont really need the swissotel attempts to lure you in with their illusions of grandeur when really all youre getting is a holiday inn style room with fancy wallpaper and the ability to play tunes from your mp player overpriced dining options are available at the palm restaurant they claim to serve excellent lobster yet what i ordered was the size of a craw fish and left the taste of a burnt fifty dollar bill in my mouth this hotel hides behind a velvet curtain hoping their facade wont be revealed,0
"I recently stayed at the Homewood Suites by Hilton Chicago Downtown, and found it lacking in the quality of their service. The rooms are nice and well furnished, but the service lacks in some areas. Some of the complimentary services include fast-speed wireless internet access, cardio-fitness and indoor pool, grocery shopping service and coffee, tea, hot chocolate or cider all day long in the lobby's 24 hour convenience shop. However the wireless internet was spotty at best with really slow speed at times, the indoor pool was far to cold in my opinion and the cardio equipment was left uncleaned. The grocery shopping service was alright, although a bit on the slow side and then finally the coffee and hot chocolate in the 24 hour convenience shop were both cold and overall of poor quality. Rating this Hotel on a scale of 1 to 5, I would give it a 3 at best.
",i recently stayed at the homewood suites by hilton chicago downtown and found it lacking in the quality of their service the rooms are nice and well furnished but the service lacks in some areas some of the complimentary services include fastspeed wireless internet access cardiofitness and indoor pool grocery shopping service and coffee tea hot chocolate or cider all day long in the lobbys  hour convenience shop however the wireless internet was spotty at best with really slow speed at times the indoor pool was far to cold in my opinion and the cardio equipment was left uncleaned the grocery shopping service was alright although a bit on the slow side and then finally the coffee and hot chocolate in the  hour convenience shop were both cold and overall of poor quality rating this hotel on a scale of  to  i would give it a  at best,0
"I stayed at the Swissotel Chicago while I was on holiday recently and I have to say, that you definitely get what you pay for! I was initially attracted by their inexpensive prices for the luxury that they promised. I was sorely mistaken. The first problem I had was when I got there they told me that they had double booked the suite I had reserved. They gave me a discount but had to downgrade me to a regular room. I should have left then but I decided to keep an open mind. After we were all settled in my husband and I went to The Palm restaurant. My husband has food allergies and they got his order wrong so we had to send it back three times. Each time we asked them to fix it, they stormed off angrily and would return in a huff. After dinner, we went back to our room. Just sitting on the bed I knew it would be a long night. The mattress was hard and the blankets had a bad smell to them. When I went to the restroom, the toilet had not been cleaned from the previous patrons! My husband grabbed a blanket out of the car and we used it instead of the smelly one. We just didn't want to bother the desk staff after the cold reception when we had walked in. I tried their massage service the next day and the massage therapist was very unprofessional. He pressed really had and hurt my back. Perhaps it was because he was distracted with all the texting he was doing off and on throughout the session! For lunch we tried Geneva restaurant in the hotel and the food was not cooked all the way. I decided to eat it anyway and got food poisoning about an hour later! Once I got sick, I was done. I went to the desk and demanded a refund for the next two nights because I was not going to sleep there one more night. I made a formal complaint with the manager who seemed to act like it was our fault and that we were being unreasonable. After a lot of arguing, he finally refunded us and we went to a different hotel. This was the worst place I had ever stayed! I think a Super 8 Motel would have been more luxurious!
",i stayed at the swissotel chicago while i was on holiday recently and i have to say that you definitely get what you pay for i was initially attracted by their inexpensive prices for the luxury that they promised i was sorely mistaken the first problem i had was when i got there they told me that they had double booked the suite i had reserved they gave me a discount but had to downgrade me to a regular room i should have left then but i decided to keep an open mind after we were all settled in my husband and i went to the palm restaurant my husband has food allergies and they got his order wrong so we had to send it back three times each time we asked them to fix it they stormed off angrily and would return in a huff after dinner we went back to our room just sitting on the bed i knew it would be a long night the mattress was hard and the blankets had a bad smell to them when i went to the restroom the toilet had not been cleaned from the previous patrons my husband grabbed a blanket out of the car and we used it instead of the smelly one we just didnt want to bother the desk staff after the cold reception when we had walked in i tried their massage service the next day and the massage therapist was very unprofessional he pressed really had and hurt my back perhaps it was because he was distracted with all the texting he was doing off and on throughout the session for lunch we tried geneva restaurant in the hotel and the food was not cooked all the way i decided to eat it anyway and got food poisoning about an hour later once i got sick i was done i went to the desk and demanded a refund for the next two nights because i was not going to sleep there one more night i made a formal complaint with the manager who seemed to act like it was our fault and that we were being unreasonable after a lot of arguing he finally refunded us and we went to a different hotel this was the worst place i had ever stayed i think a super  motel would have been more luxurious,0
"My family and I stayed at the Sheraton Chicago Hotel and Towers with the belief our stay would be a 5 star experience. That was the farthest thing from the truth. The staff was very rude and unhelpful. The hotel is so large that you will get lost if you dont have the help of the staff. Once we did find our room our card would not get us in and we had to start all over. So overall it took over an hour just to get us in a room. As we entered the room we noticed a foul smell that we just overlooked because we were happy to just finally be able to rest. My wife went to the bathroom, and to our amazement there was what appeared to be dog hair all over the tub and tile floor. That was just the beginning of our bad stay. After being in the room for about 30 minutes, there was a knock at the door that just happened to be the Chicago police. There was a report of the smell of marijuana coming from the room! My family was put through a series of embarrasing questions and actually had our luggage and personal belongings searched. There was a small amount of marijuana found in the drawer of the dresser that we never touched. Come to find out after video surveillance, the cleaning lady was arrested for possession of marijuana. Needless to say, our stay at the Sheraton Chicago Hotel and Towers was the worst part of our vacation and I would not recommend anyone to stay at this place.
",my family and i stayed at the sheraton chicago hotel and towers with the belief our stay would be a  star experience that was the farthest thing from the truth the staff was very rude and unhelpful the hotel is so large that you will get lost if you dont have the help of the staff once we did find our room our card would not get us in and we had to start all over so overall it took over an hour just to get us in a room as we entered the room we noticed a foul smell that we just overlooked because we were happy to just finally be able to rest my wife went to the bathroom and to our amazement there was what appeared to be dog hair all over the tub and tile floor that was just the beginning of our bad stay after being in the room for about  minutes there was a knock at the door that just happened to be the chicago police there was a report of the smell of marijuana coming from the room my family was put through a series of embarrasing questions and actually had our luggage and personal belongings searched there was a small amount of marijuana found in the drawer of the dresser that we never touched come to find out after video surveillance the cleaning lady was arrested for possession of marijuana needless to say our stay at the sheraton chicago hotel and towers was the worst part of our vacation and i would not recommend anyone to stay at this place,0
"I stayed at the Sheraton Chicago hotel for a business meeting and had an absolutely horrible experience. When i arrived, exhausted after a series of delayed flights, I was told that my room was not ready. Not ready at 5pm, are you kidding me! After waiting in the lobby for 30 minutes I was finally called over to the desk only to be told my king room was changed to a room with two queen beds, fine, whatever. I get up to my room and unload all of my bags only to find my a/c doesn't work. I call down to the desk and the clerk tells me that they are sold out and there is no where to move me but she could discount my rooms $20. No apology. Nothing. Im exhausted and deal with my 80+ degree room. When I went to check out the next morning I find out no one even bothered to apply the discount. Again, no apology. I have never received such poor customer service in my life and will not be comming back.
",i stayed at the sheraton chicago hotel for a business meeting and had an absolutely horrible experience when i arrived exhausted after a series of delayed flights i was told that my room was not ready not ready at pm are you kidding me after waiting in the lobby for  minutes i was finally called over to the desk only to be told my king room was changed to a room with two queen beds fine whatever i get up to my room and unload all of my bags only to find my ac doesnt work i call down to the desk and the clerk tells me that they are sold out and there is no where to move me but she could discount my rooms  no apology nothing im exhausted and deal with my  degree room when i went to check out the next morning i find out no one even bothered to apply the discount again no apology i have never received such poor customer service in my life and will not be comming back,0
"I stayed at the Sheraton Chicago Hotel and Towers recently, and I was completely dissatisfied. When I arrived the clerk was very rude to my guest and myself. We finally got all of our things figured out and went to our room. There is a river right outside and i constantly heard boats passing by. My bathroom was disgusting and not to mention, very small. I did not have a very pleasant experience at the Sheraton Chicago Hotel and Towers.
",i stayed at the sheraton chicago hotel and towers recently and i was completely dissatisfied when i arrived the clerk was very rude to my guest and myself we finally got all of our things figured out and went to our room there is a river right outside and i constantly heard boats passing by my bathroom was disgusting and not to mention very small i did not have a very pleasant experience at the sheraton chicago hotel and towers,0
"The Sheraton Chicago Hotel and Towers is a nice place to stay if you need a place to stay on quick notice, but it certainly does not ""exceed expectations"" as touted on their website. Their Starpoints system is somewhat complicated and not helpful for the frequent traveler. ""Chic but not fussy"" is an overstatement. The room was clean, although the bed covering was wrinkled and the bathroom counter had water lying on it that appeared as though it hadn't been cleaned since the last guest. There was hand lotion and shampoo samples, but no soap sample. The bathroom was short on two towels and it took two calls to housekeeping to get this fixed. ""Cheap"" might have been a better adjective. Check out was simple and not much hassle. Overall, the Sheraton Chicago Hotel and Towers is fine in a pinch, but next time, I will research hotels a little better before making a decision and reserving a room.
",the sheraton chicago hotel and towers is a nice place to stay if you need a place to stay on quick notice but it certainly does not exceed expectations as touted on their website their starpoints system is somewhat complicated and not helpful for the frequent traveler chic but not fussy is an overstatement the room was clean although the bed covering was wrinkled and the bathroom counter had water lying on it that appeared as though it hadnt been cleaned since the last guest there was hand lotion and shampoo samples but no soap sample the bathroom was short on two towels and it took two calls to housekeeping to get this fixed cheap might have been a better adjective check out was simple and not much hassle overall the sheraton chicago hotel and towers is fine in a pinch but next time i will research hotels a little better before making a decision and reserving a room,0
"Swissotel Chicago: Don't let the shiny bright lights of the windy city fool you. This hotel does not provide the luxurious experience or stay as you might expect. Firstly, the provided appliances and room gadgets are of relatively low quality. For example, the window curtain for a small bedroom window nearly broke off it's support after trying to open them for a city view. The bedroom bed (King-sized) makes rattling noises on every turn of the body you make. Of coarse, this isn't too bad once you fall asleep, until then, it sucks! In regards to room services, the hotel workers are not all that friendly. They talk to you in a stubborn way, as if they just want to get it done and over with, just to get their pay-check. Yes they do all basic room service orders, but it is not all too friendly. Overall, this hotel has it's much noticeable flaws on top of the positives this hotel has (which is a bare minimum). With that being said, I would not recommend this hotel for anyone around the downtown Chicago area in need for at least average hotel services. However, if sub-par service and quality is okay for you, then this hotel could be suitable, however, considering it's prices, you are better off looking elsewhere for hotel rooms.
",swissotel chicago dont let the shiny bright lights of the windy city fool you this hotel does not provide the luxurious experience or stay as you might expect firstly the provided appliances and room gadgets are of relatively low quality for example the window curtain for a small bedroom window nearly broke off its support after trying to open them for a city view the bedroom bed kingsized makes rattling noises on every turn of the body you make of coarse this isnt too bad once you fall asleep until then it sucks in regards to room services the hotel workers are not all that friendly they talk to you in a stubborn way as if they just want to get it done and over with just to get their paycheck yes they do all basic room service orders but it is not all too friendly overall this hotel has its much noticeable flaws on top of the positives this hotel has which is a bare minimum with that being said i would not recommend this hotel for anyone around the downtown chicago area in need for at least average hotel services however if subpar service and quality is okay for you then this hotel could be suitable however considering its prices you are better off looking elsewhere for hotel rooms,0
